,X.ZTIME,LON,LAT,WSR_ID,CELL_ID,RANGE,AZIMUTH,SEVPROB,PROB,MAXSIZE
2047376,2.0150519022e+13,-77.3953,39.13151,KAKQ,T6,130,352,-999,-999,-999.0
2047393,2.0150519022e+13,-76.90096,39.10971,KADW,G7,25,354,10,60,0.5
2047717,2.01505190224e+13,-77.37999,39.04892,KAKQ,K7,125,352,-999,-999,-999.0
2047855,2.01505190226e+13,-77.39449,39.00331,KDCA,P8,25,306,0,30,0.5
2047983,2.01505190228e+13,-77.38446,39.04994,KDOX,F5,92,279,0,50,0.5
2047985,2.01505190228e+13,-77.38446,39.04994,KDOX,F5,92,279,0,50,0.5
2048067,2.01505190229e+13,-77.37999,39.04892,KAKQ,K7,125,352,-999,-999,-999.0
2048079,2.01505190229e+13,-77.38763,39.06404,KDIX,X6,148,250,-999,-999,-999.0
2048191,2.01505190231e+13,-77.37891,38.91582,KDOX,Y4,91,274,0,30,0.5
2048193,2.01505190231e+13,-77.37891,38.91582,KDOX,Y4,91,274,0,30,0.5
2048196,2.01505190231e+13,-77.36326,39.04768,KDOX,F5,91,279,0,40,0.5
2048199,2.01505190231e+13,-77.36326,39.04768,KDOX,F5,91,279,0,40,0.5
2048236,2.01505190232e+13,-77.3705,38.95016,KADW,H9,29,302,0,30,0.5
2048240,2.01505190232e+13,-77.38435,39.02238,KADW,W7,32,308,0,70,0.5
2048262,2.01505190232e+13,-77.36087,39.01025,KDCA,P8,24,309,10,70,0.5
2048274,2.01505190232e+13,-77.35651,39.03607,KCCX,R8,117,165,0,30,0.5
2048327,2.01505190233e+13,-77.36778,39.07026,KDIX,X6,147,250,-999,-999,-999.0
2048378,2.01505190234e+13,-77.36167,38.9498,KAKQ,R3,119,352,0,30,0.5
2048469,2.01505190235e+13,-77.35565,38.94117,KDOX,Y4,90,275,0,20,0.5
2048475,2.01505190235e+13,-77.35565,38.94117,KDOX,Y4,90,275,0,20,0.5
2048485,2.01505190235e+13,-77.34206,39.04541,KDOX,F5,90,279,0,50,0.5
2048487,2.01505190235e+13,-77.34206,39.04541,KDOX,F5,90,279,0,50,0.5
2048557,2.01505190237e+13,-77.32716,39.03717,KDIX,X6,146,249,-999,-999,-999.0
2048598,2.01505190237e+13,-77.33945,39.2303,KCCX,M7,106,163,0,10,0.5
2048600,2.01505190237e+13,-77.36371,38.91422,KCCX,A6,124,166,0,20,0.5
2048602,2.01505190237e+13,-77.31434,39.04493,KCCX,R8,117,164,0,30,0.5
2048644,2.01505190238e+13,-77.35407,38.90533,KADW,B5,27,298,0,30,0.5
2048646,2.01505190238e+13,-77.35385,39.05106,KADW,W7,32,312,0,50,0.5
2048676,2.01505190238e+13,-77.3435,39.02625,KDCA,P8,24,312,0,50,0.5
2048690,2.01505190238e+13,-77.31507,39.25718,KAKQ,J7,137,354,-999,-999,-999.0
2048695,2.01505190238e+13,-77.35557,38.91677,KAKQ,R3,117,352,0,30,0.5
2048706,2.01505190238e+13,-77.35313,38.96729,KDOX,Y4,90,276,0,20,0.5
2048708,2.01505190238e+13,-77.35313,38.96729,KDOX,Y4,90,276,0,20,0.5
2048840,2.0150519024e+13,-77.36062,38.93136,KDIX,G8,150,247,-999,-999,-999.0
2048917,2.01505190242e+13,-77.38711,39.38973,KDOX,S6,97,291,0,10,0.5
2048918,2.01505190242e+13,-77.38711,39.38973,KDOX,S6,97,291,0,10,0.5
2048920,2.01505190242e+13,-77.28693,39.2504,KDOX,F8,90,287,0,20,0.5
2048923,2.01505190242e+13,-77.28693,39.2504,KDOX,F8,90,287,0,20,0.5
2048931,2.01505190242e+13,-77.33183,38.9659,KDOX,Y4,89,276,0,40,0.5
2048933,2.01505190242e+13,-77.33183,38.9659,KDOX,Y4,89,276,0,40,0.5
2048973,2.01505190242e+13,-77.36371,38.91422,KCCX,A6,124,166,-999,-999,-999.0
2048974,2.01505190242e+13,-77.30152,39.23935,KCCX,M7,106,162,0,20,0.5
2048976,2.01505190242e+13,-77.30289,39.01277,KCCX,R8,119,164,0,20,0.5
2049015,2.01505190243e+13,-77.31237,38.92133,KAKQ,R3,117,353,0,20,0.5
2049057,2.01505190244e+13,-77.32098,38.9174,KADW,B5,26,301,0,20,0.5
2049060,2.01505190244e+13,-77.3067,39.04171,KADW,W7,30,314,0,60,0.5
2049075,2.01505190244e+13,-77.30379,39.03447,KDCA,P8,23,316,0,30,0.5
2049077,2.01505190244e+13,-77.31981,39.09068,KDCA,V2,26,320,0,30,0.5
2049078,2.01505190244e+13,-77.31626,38.94501,KDCA,I2,20,304,0,40,0.5
2049081,2.01505190244e+13,-77.36062,38.93136,KDIX,G8,150,247,-999,-999,-999.0
2049179,2.01505190246e+13,-77.31054,38.96449,KDOX,Y4,88,276,0,30,0.5
2049182,2.01505190246e+13,-77.31054,38.96449,KDOX,Y4,88,276,0,30,0.5
2049185,2.01505190246e+13,-77.28693,39.2504,KDOX,F8,90,287,0,40,0.5
2049187,2.01505190246e+13,-77.28693,39.2504,KDOX,F8,90,287,0,40,0.5
2049220,2.01505190246e+13,-77.27541,39.23776,KIAD,S0,15,52,0,30,0.5
2049289,2.01505190247e+13,-77.26379,39.24891,KCCX,M7,106,161,0,20,0.5
2049290,2.01505190247e+13,-77.27237,39.05434,KCCX,R8,117,163,0,20,0.5
2049294,2.01505190248e+13,-77.26405,39.26112,KAKQ,I8,137,355,-999,-999,-999.0
2049296,2.01505190248e+13,-77.31504,38.93789,KAKQ,R3,118,353,0,10,0.5
2049322,2.01505190248e+13,-77.27933,39.27217,KDIX,M5,139,254,-999,-999,-999.0
2049323,2.01505190248e+13,-77.34124,38.93838,KDIX,G8,149,247,-999,-999,-999.0
2049382,2.01505190249e+13,-77.28924,38.96309,KDOX,Y4,87,276,0,10,0.5
2049383,2.01505190249e+13,-77.28924,38.96309,KDOX,Y4,87,276,0,10,0.5
2049391,2.01505190249e+13,-77.2569,39.2707,KDOX,F8,89,288,0,30,0.5
2049395,2.01505190249e+13,-77.2569,39.2707,KDOX,F8,89,288,0,30,0.5
2049442,2.0150519025e+13,-77.27685,38.96714,KADW,A0,26,309,0,40,0.5
2049443,2.0150519025e+13,-77.26995,38.91809,KADW,B5,24,304,0,40,0.5
2049444,2.0150519025e+13,-77.28902,39.07843,KADW,W7,31,318,0,40,0.5
2049469,2.0150519025e+13,-77.26847,38.96652,KDCA,I2,19,311,0,10,0.5
2049470,2.0150519025e+13,-77.27827,39.07403,KDCA,P8,24,322,0,20,0.5
2049473,2.0150519025e+13,-77.28444,38.92208,KDCA,E4,18,303,0,50,0.5
2049475,2.0150519025e+13,-77.26295,39.23836,KDCA,R0,32,334,0,70,0.5
2049500,2.01505190251e+13,-77.22849,39.26264,KLWX,T2,21,35,0,20,0.5
2049501,2.01505190251e+13,-77.27325,38.9758,KLWX,B2,10,90,0,30,0.5
2049551,2.01505190252e+13,-77.23846,39.28239,KDIX,M5,137,254,-999,-999,-999.0
2049552,2.01505190252e+13,-77.26644,39.01164,KDIX,A9,144,248,-999,-999,-999.0
2049571,2.01505190252e+13,-77.21449,39.281,KAKQ,I8,138,356,-999,-999,-999.0
2049574,2.01505190252e+13,-77.20789,39.08356,KIAD,V8,15,90,0,20,0.5
2049576,2.01505190252e+13,-77.27589,39.11848,KIAD,M0,12,80,0,30,0.5
2049579,2.01505190252e+13,-77.27137,38.94188,KAKQ,R3,118,354,0,50,0.5
2049616,2.01505190253e+13,-77.26021,39.02234,KCCX,R8,119,163,0,40,0.5
2049617,2.01505190253e+13,-77.23343,39.27469,KCCX,M7,105,160,0,40,0.5
2049622,2.01505190253e+13,-77.23636,39.26586,KDOX,F8,88,288,0,30,0.5
2049623,2.01505190253e+13,-77.23636,39.26586,KDOX,F8,88,288,0,30,0.5
2049626,2.01505190253e+13,-77.20521,39.08006,KDOX,S8,84,281,0,60,0.5
2049629,2.01505190253e+13,-77.20521,39.08006,KDOX,S8,84,281,0,60,0.5
2049686,2.01505190254e+13,-77.22843,39.06402,KBWI,G3,28,267,0,60,0.5
2049726,2.01505190255e+13,-77.20943,39.27254,KLWX,T2,22,36,0,10,0.5
2049727,2.01505190255e+13,-77.2305,38.97572,KLWX,B2,12,90,0,20,0.5
2049739,2.01505190255e+13,-77.20203,39.2499,KDIX,M5,136,253,-999,-999,-999.0
2049753,2.01505190256e+13,-77.23206,38.957,KADW,A0,24,311,0,30,0.5
2049755,2.01505190256e+13,-77.20425,39.10931,KADW,Z0,30,326,0,40,0.5
2049784,2.01505190256e+13,-77.23432,39.09818,KDCA,P8,24,328,0,70,0.5
2049785,2.01505190256e+13,-77.20013,39.05582,KDCA,F4,21,328,0,70,0.5
2049786,2.01505190256e+13,-77.23404,38.97099,KDCA,I2,18,315,0,70,0.5
2049787,2.01505190256e+13,-77.18733,39.11859,KDCA,B4,24,334,0,70,0.5
2049789,2.01505190256e+13,-77.28802,38.91765,KDCA,E4,18,302,0,80,0.5
2049817,2.01505190256e+13,-77.23636,39.26586,KDOX,F8,88,288,0,30,0.5
2049819,2.01505190256e+13,-77.23636,39.26586,KDOX,F8,88,288,0,30,0.5
2049822,2.01505190256e+13,-77.20521,39.08006,KDOX,S8,84,281,0,50,0.5
2049825,2.01505190256e+13,-77.20521,39.08006,KDOX,S8,84,281,0,50,0.5
2049836,2.01505190257e+13,-77.21449,39.281,KAKQ,I8,138,356,-999,-999,-999.0
2049837,2.01505190257e+13,-77.19756,39.09786,KAKQ,Z6,127,356,-999,-999,-999.0
2049842,2.01505190257e+13,-77.26908,38.92529,KAKQ,R3,117,354,0,40,0.5
2049907,2.01505190258e+13,-77.18897,39.26951,KCCX,M7,106,159,0,20,0.5
2049909,2.01505190258e+13,-77.19583,39.09065,KCCX,H6,116,161,0,60,0.5
2049928,2.01505190258e+13,-77.20791,39.08792,KIAD,V8,15,89,0,30,0.5
2049972,2.01505190259e+13,-77.19758,39.29259,KDIX,M5,135,254,-999,-999,-999.0
2049978,2.01505190259e+13,-77.21085,39.29372,KLWX,T2,23,34,0,30,0.5
2050005,2.015051903e+13,-77.2296,38.91005,KDOX,X7,84,274,0,20,0.5
2050007,2.015051903e+13,-77.2296,38.91005,KDOX,X7,84,274,0,20,0.5
2050009,2.015051903e+13,-77.18412,39.0772,KDOX,S8,83,281,0,30,0.5
2050011,2.015051903e+13,-77.18412,39.0772,KDOX,S8,83,281,0,30,0.5
2050014,2.015051903e+13,-77.20609,39.28519,KDOX,F8,87,289,0,60,0.5
2050015,2.015051903e+13,-77.20609,39.28519,KDOX,F8,87,289,0,60,0.5
2050020,2.015051903e+13,-77.18642,39.10381,KBWI,G3,26,272,0,20,0.5
2050083,2.01505190302e+13,-77.16292,39.28353,KAKQ,I8,138,357,-999,-999,-999.0
2050084,2.01505190302e+13,-77.19756,39.09786,KAKQ,Z6,127,356,-999,-999,-999.0
2050123,2.01505190302e+13,-77.21392,39.06246,KADW,Z0,28,322,0,50,0.5
2050161,2.01505190303e+13,-77.21775,38.91032,KCCX,A6,126,163,-999,-999,-999.0
2050166,2.01505190303e+13,-77.19647,39.28514,KCCX,M7,105,159,0,40,0.5
2050167,2.01505190303e+13,-77.15486,39.10163,KCCX,H6,116,160,0,40,0.5
2050169,2.01505190303e+13,-77.16937,39.08894,KDIX,H9,138,249,-999,-999,-999.0
2050207,2.01505190304e+13,-77.17852,39.10096,KDOX,S8,83,282,0,20,0.5
2050212,2.01505190304e+13,-77.17852,39.10096,KDOX,S8,83,282,0,20,0.5
2050215,2.01505190304e+13,-77.16523,39.27493,KDOX,F8,85,289,0,50,0.5
2050216,2.01505190304e+13,-77.16523,39.27493,KDOX,F8,85,289,0,50,0.5
2050233,2.01505190304e+13,-77.18303,39.27791,KLWX,T2,23,38,0,20,0.5
2050303,2.01505190306e+13,-77.14361,39.10284,KBWI,G3,24,272,0,40,0.5
2050334,2.01505190306e+13,-77.16408,39.3002,KAKQ,I8,139,357,-999,-999,-999.0
2050335,2.01505190306e+13,-77.15022,39.10018,KAKQ,Z6,127,357,-999,-999,-999.0
2050381,2.01505190307e+13,-77.14963,39.09539,KDIX,H9,137,249,-999,-999,-999.0
2050382,2.01505190307e+13,-77.15669,39.30277,KDIX,E9,133,254,-999,-999,-999.0
2050399,2.01505190307e+13,-77.15749,39.0978,KDOX,S8,82,282,0,20,0.5
2050401,2.01505190307e+13,-77.15749,39.0978,KDOX,S8,82,282,0,20,0.5
2050403,2.01505190307e+13,-77.15517,39.29841,KDOX,F8,85,290,0,30,0.5
2050404,2.01505190307e+13,-77.15517,39.29841,KDOX,F8,85,290,0,30,0.5
2050421,2.01505190308e+13,-77.14477,39.09909,KADW,I1,28,330,0,40,0.5
2050443,2.01505190308e+13,-77.12089,39.13962,KDCA,E7,24,342,0,10,0.5
2050447,2.01505190308e+13,-77.18604,39.38007,KLWX,B0,28,30,0,10,0.5
2050449,2.01505190308e+13,-77.15405,38.91549,KLWX,B2,16,103,0,30,0.5
2050458,2.01505190308e+13,-77.15486,39.10163,KCCX,H6,116,160,0,30,0.5
2050511,2.0150519031e+13,-77.20061,39.3475,KIAD,P1,22,44,0,10,0.5
2050516,2.01505190310e+13,-77.13624,39.30786,KDIX,E9,132,254,-999,-999,-999.0
2050517,2.01505190310e+13,-77.12988,39.10184,KDIX,H9,136,249,-999,-999,-999.0
2050529,2.01505190311e+13,-77.13047,39.11775,KDOX,S8,81,283,0,10,0.5
2050532,2.01505190311e+13,-77.13047,39.11775,KDOX,S8,81,283,0,10,0.5
2050540,2.01505190311e+13,-77.13486,39.293,KDOX,F8,84,290,0,30,0.5
2050542,2.01505190311e+13,-77.13486,39.293,KDOX,F8,84,290,0,30,0.5
2050563,2.01505190311e+13,-77.10361,39.11852,KAKQ,Z6,128,358,-999,-999,-999.0
2050564,2.01505190311e+13,-77.16408,39.3002,KAKQ,I8,139,357,-999,-999,-999.0
2050605,2.01505190312e+13,-77.151,39.28626,KBWI,O1,27,296,0,60,0.5
2050662,2.01505190313e+13,-77.11412,39.11315,KCCX,H6,116,159,0,20,0.5
2050671,2.01505190314e+13,-77.11395,38.95395,KADW,A0,20,321,0,20,0.5
2050673,2.01505190314e+13,-77.09843,39.09951,KADW,I1,27,334,0,30,0.5
2050680,2.01505190314e+13,-77.11579,39.31294,KDIX,E9,131,254,-999,-999,-999.0
2050682,2.01505190314e+13,-77.11014,39.10829,KDIX,H9,135,249,-999,-999,-999.0
2050719,2.01505190314e+13,-77.12438,39.31606,KDOX,F8,84,291,0,30,0.5
2050720,2.01505190314e+13,-77.12438,39.31606,KDOX,F8,84,291,0,30,0.5
2050781,2.01505190316e+13,-77.11208,39.30202,KAKQ,I8,139,358,-999,-999,-999.0
2050782,2.01505190316e+13,-77.10361,39.11852,KAKQ,Z6,128,358,-999,-999,-999.0
2050792,2.01505190316e+13,-77.11956,39.2978,KIAD,S0,23,56,0,20,0.5
2050894,2.01505190318e+13,-77.0334,39.13779,KCCX,H6,116,157,0,20,0.5
2050910,2.01505190318e+13,-77.1183,39.29922,KBWI,O1,26,299,0,10,0.5
2050940,2.0150519032e+13,-77.09214,38.92474,KADW,P5,18,320,0,10,0.5
2050942,2.0150519032e+13,-77.02559,38.95996,KADW,O3,18,332,0,10,0.5
2050945,2.0150519032e+13,-76.98967,39.18249,KADW,I1,30,347,0,20,0.5
2050951,2.0150519032e+13,-76.99005,39.17543,KDCA,E7,25,357,0,10,0.5
2051052,2.01505190322e+13,-77.03108,38.96765,KDOX,T0,75,277,0,10,0.5
2051054,2.01505190322e+13,-77.03108,38.96765,KDOX,T0,75,277,0,10,0.5
2051073,2.01505190322e+13,-76.98985,39.18784,KDIX,G0,128,250,-999,-999,-999.0
2051106,2.01505190323e+13,-76.9626,39.17976,KCCX,H6,115,155,0,20,0.5
2051130,2.01505190324e+13,-76.95023,39.1852,KBWI,J7,16,291,0,30,0.5
2051181,2.01505190325e+13,-76.95826,39.20297,KAKQ,Y8,133,1,-999,-999,-999.0
2051190,2.01505190325e+13,-76.98857,38.96416,KDOX,T0,73,277,0,30,0.5
2051192,2.01505190325e+13,-77.008,38.96965,KAKQ,Y6,119,0,0,30,0.5
2051193,2.01505190325e+13,-76.98857,38.96416,KDOX,T0,73,277,0,30,0.5
2051228,2.01505190326e+13,-76.9877,38.98046,KDIX,Y8,133,245,-999,-999,-999.0
2051229,2.01505190326e+13,-76.96993,39.194,KDIX,G0,127,250,-999,-999,-999.0
2051233,2.01505190326e+13,-76.99532,38.97128,KADW,O3,18,337,0,10,0.5
2051257,2.01505190326e+13,-76.95265,39.17594,KDCA,E7,25,1,0,20,0.5
2051283,2.01505190327e+13,-76.99572,38.96979,KCCX,U0,126,158,-999,-999,-999.0
2051287,2.01505190327e+13,-76.92356,39.19381,KCCX,H6,115,154,0,20,0.5
2051347,2.01505190329e+13,-76.9491,39.19773,KDOX,S8,74,288,0,10,0.5
2051349,2.01505190329e+13,-76.9491,39.19773,KDOX,S8,74,288,0,10,0.5
2051351,2.01505190329e+13,-76.96426,38.98323,KDOX,T0,72,278,0,20,0.5
2051352,2.01505190329e+13,-76.96426,38.98323,KDOX,T0,72,278,0,20,0.5
2051399,2.01505190329e+13,-76.93007,39.2063,KDIX,G0,125,250,-999,-999,-999.0
2051402,2.01505190329e+13,-76.9877,38.98046,KDIX,Y8,133,245,-999,-999,-999.0
2051414,2.0150519033e+13,-76.95263,38.97478,KLWX,K1,25,90,0,20,0.5
2051417,2.0150519033e+13,-76.90854,39.20193,KAKQ,Y8,133,2,-999,-999,-999.0
2051427,2.0150519033e+13,-76.94246,38.98103,KBWI,W2,16,246,0,30,0.5
2051464,2.01505190332e+13,-76.95727,38.96463,KADW,O3,17,342,0,10,0.5
2051465,2.01505190332e+13,-76.91449,39.20923,KADW,I1,31,354,0,10,0.5
2051475,2.01505190332e+13,-76.99572,38.96979,KCCX,U0,126,158,-999,-999,-999.0
2051476,2.01505190332e+13,-76.92356,39.19381,KCCX,H6,115,154,0,20,0.5
2051514,2.01505190333e+13,-76.99119,38.943,KDOX,T0,73,276,0,10,0.5
2051516,2.01505190333e+13,-76.99119,38.943,KDOX,T0,73,276,0,10,0.5
2051519,2.01505190333e+13,-76.90811,39.18794,KDOX,S8,72,288,0,20,0.5
2051522,2.01505190333e+13,-76.90811,39.18794,KDOX,S8,72,288,0,20,0.5
2051537,2.01505190333e+13,-76.91013,39.21244,KDIX,G0,124,250,-999,-999,-999.0
2051601,2.01505190334e+13,-76.90854,39.20193,KAKQ,Y8,133,2,-999,-999,-999.0
2051648,2.01505190336e+13,-76.91165,39.23324,KDOX,S8,73,290,0,20,0.5
2051649,2.01505190336e+13,-76.91165,39.23324,KDOX,S8,73,290,0,20,0.5
2051703,2.01505190338e+13,-76.91843,38.98971,KADW,O3,18,349,0,10,0.5
2054018,2.01505190451e+13,-77.008,39.18663,KAKQ,P2,132,0,-999,-999,-999.0
2498367,2.0150527171e+13,-77.29926,39.30413,KIAD,J1,17,39,0,30,0.5
2513695,2.01505271916e+13,-77.0524,39.08195,KDOX,A1,77,282,0,10,0.5
2513696,2.01505271916e+13,-77.0524,39.08195,KDOX,A1,77,282,0,10,0.5
2513961,2.01505271918e+13,-77.04655,39.06897,KDCA,E2,19,348,0,10,0.5
2514402,2.01505271921e+13,-77.0307,39.05026,KDIX,B4,133,247,-999,-999,-999.0
2514417,2.01505271921e+13,-77.03138,39.07877,KDOX,A1,76,282,0,10,0.5
2514418,2.01505271921e+13,-77.03138,39.07877,KDOX,A1,76,282,0,10,0.5
2514792,2.01505271924e+13,-77.04242,39.06304,KCCX,X1,120,158,0,70,0.5
2514895,2.01505271924e+13,-77.02898,39.08848,KDCA,E2,20,351,0,30,0.5
2514897,2.01505271924e+13,-77.02805,39.08672,KADW,Z0,25,340,10,10,0.75
2514986,2.01505271925e+13,-77.03145,39.09229,KDIX,B4,132,248,-999,-999,-999.0
2515187,2.01505271926e+13,-77.02572,39.10045,KDOX,A1,76,283,0,40,0.5
2515188,2.01505271926e+13,-77.02572,39.10045,KDOX,A1,76,283,0,40,0.5
2515492,2.01505271928e+13,-77.00897,39.09149,KCCX,X1,119,157,0,60,0.5
2515585,2.01505271929e+13,-77.01184,39.09899,KDIX,B4,131,248,-999,-999,-999.0
2515737,2.01505271929e+13,-76.99354,39.10427,KBWI,F2,17,273,0,10,0.5
2515928,2.0150527193e+13,-76.99337,39.10842,KDCA,E2,21,356,0,20,0.5
2515930,2.0150527193e+13,-76.99848,39.11179,KADW,Z0,26,344,0,10,0.5
2516198,2.01505271932e+13,-76.97648,39.12026,KCCX,X1,118,156,0,30,0.5
2517987,2.01505271942e+13,-77.15491,38.95866,KDCA,V1,15,323,0,10,0.5
2686220,2.0150529e+13,-77.21947,38.98184,KDCA,A4,18,318,0,40,0.5
2755206,2.01505292333e+13,-77.16646,38.90511,KCCX,G5,127,162,-999,-999,-999.0
2755375,2.01505292335e+13,-77.16561,38.90752,KDOX,S2,81,274,0,50,0.5
2755376,2.01505292335e+13,-77.16561,38.90752,KDOX,S2,81,274,0,50,0.5
2755447,2.01505292335e+13,-77.16681,38.90666,KIAD,F3,20,122,0,50,0.5
2755560,2.01505292336e+13,-77.16829,38.90392,KDCA,A4,13,312,0,10,0.5
2755588,2.01505292337e+13,-77.18071,38.91474,KAKQ,F9,116,356,0,60,0.5
2755629,2.01505292337e+13,-77.1769,38.90448,KADW,M3,20,309,0,30,0.5
2755662,2.01505292338e+13,-77.17286,38.92104,KCCX,G5,126,162,-999,-999,-999.0
2755896,2.0150529234e+13,-77.18224,38.93139,KAKQ,F9,117,356,0,50,0.5
2755944,2.01505292341e+13,-77.17753,38.92501,KIAD,F3,19,120,0,50,0.5
2756071,2.01505292342e+13,-77.18512,38.9322,KDOX,S2,82,275,0,50,0.5
2756072,2.01505292342e+13,-77.18512,38.9322,KDOX,S2,82,275,0,50,0.5
2756081,2.01505292342e+13,-77.1925,38.93258,KDCA,A4,15,314,0,60,0.5
2756090,2.01505292343e+13,-77.17926,38.93696,KCCX,G5,125,162,-999,-999,-999.0
2756150,2.01505292343e+13,-77.18353,38.92432,KADW,M3,21,311,0,70,0.5
2756166,2.01505292344e+13,-77.16965,38.94075,KLWX,X2,15,98,0,10,0.5
2756192,2.01505292344e+13,-77.18377,38.94803,KAKQ,F9,118,356,0,50,0.5
2756368,2.01505292346e+13,-77.20407,38.95743,KDOX,S2,83,276,0,50,0.5
2756369,2.01505292346e+13,-77.20407,38.95743,KDOX,S2,83,276,0,50,0.5
2756480,2.01505292347e+13,-77.18944,38.94255,KIAD,F3,18,118,0,40,0.5
2756539,2.01505292348e+13,-77.1853,38.96468,KAKQ,F9,119,356,0,70,0.5
2756546,2.01505292348e+13,-77.23593,38.95833,KCCX,G5,123,163,0,40,0.5
2756574,2.01505292348e+13,-77.19949,38.95074,KDCA,A4,16,316,0,20,0.5
2756653,2.01505292349e+13,-77.21022,38.95114,KADW,M3,23,312,0,10,0.5
2756654,2.01505292349e+13,-77.20407,38.95743,KDOX,S2,83,276,0,30,0.5
2756655,2.01505292349e+13,-77.20407,38.95743,KDOX,S2,83,276,0,30,0.5
2756850,2.01505292352e+13,-77.22952,38.96189,KAKQ,F9,119,355,0,60,0.5
2756937,2.01505292353e+13,-77.18821,38.9634,KLWX,X2,14,93,0,70,0.5
2756945,2.01505292353e+13,-77.19972,38.9637,KIAD,F3,17,115,0,40,0.5
2756964,2.01505292353e+13,-77.20519,38.95985,KBWI,D0,28,254,0,30,0.5
2756967,2.01505292353e+13,-77.22242,38.98319,KDOX,S2,84,277,0,60,0.5
2756968,2.01505292353e+13,-77.22242,38.98319,KDOX,S2,84,277,0,60,0.5
2757002,2.01505292354e+13,-77.23593,38.95833,KCCX,G5,123,163,0,60,0.5
2757041,2.01505292354e+13,-77.20979,38.96612,KDCA,A4,17,317,0,60,0.5
2757141,2.01505292355e+13,-77.23143,38.97851,KAKQ,F9,120,355,0,70,0.5
2757153,2.01505292355e+13,-77.31179,38.95879,KADW,Q3,27,306,0,30,0.5
2757154,2.01505292355e+13,-77.214,38.97251,KADW,M3,24,314,0,60,0.5
2757285,2.01505292357e+13,-77.22242,38.98319,KDOX,S2,84,277,0,40,0.5
2757286,2.01505292357e+13,-77.22242,38.98319,KDOX,S2,84,277,0,40,0.5
2757446,2.01505292359e+13,-77.23334,38.99513,KAKQ,F9,121,355,0,70,0.5
2757456,2.01505292359e+13,-77.21187,38.98359,KIAD,F3,16,112,0,40,0.5
2757773,2.01505300003e+13,-77.32306,38.98757,KAKQ,F9,121,353,0,10,0.5
2757925,2.01505300004e+13,-77.21893,39.0075,KDOX,S2,84,278,0,10,0.5
2757926,2.01505300004e+13,-77.21893,39.0075,KDOX,S2,84,278,0,10,0.5
2757983,2.01505300005e+13,-77.22223,39.01045,KIAD,F3,15,107,0,10,0.5
2758047,2.01505300006e+13,-77.21215,39.00847,KDCA,A4,19,322,0,30,0.5
2758068,2.01505300006e+13,-77.28283,39.02485,KAKQ,F9,123,354,0,50,0.5
2758178,2.01505300007e+13,-77.22421,39.01157,KADW,M3,26,317,0,40,0.5
2758191,2.01505300008e+13,-77.23609,39.03403,KDOX,S2,85,279,0,10,0.5
2758192,2.01505300008e+13,-77.23609,39.03403,KDOX,S2,85,279,0,10,0.5
2758359,2.0150530001e+13,-77.23061,39.06431,KCCX,R5,117,162,0,20,0.5
2758381,2.0150530001e+13,-77.241,39.06163,KAKQ,F9,125,355,-999,-999,-999.0
2758478,2.01505300012e+13,-77.23147,39.05851,KDOX,S2,85,280,0,10,0.5
2758479,2.01505300012e+13,-77.23147,39.05851,KDOX,S2,85,280,0,10,0.5
2758548,2.01505300012e+13,-77.22609,39.04209,KDCA,A4,21,324,0,10,0.5
2758549,2.01505300012e+13,-77.32755,39.01514,KDCA,Z3,23,312,0,10,0.5
2758674,2.01505300014e+13,-77.24291,39.07825,KAKQ,F9,126,355,-999,-999,-999.0
2758745,2.01505300015e+13,-77.2263,39.08293,KDOX,S2,85,281,0,10,0.5
2758746,2.01505300015e+13,-77.2263,39.08293,KDOX,S2,85,281,0,10,0.5
2758928,2.01505300018e+13,-77.24483,39.09488,KAKQ,F9,127,355,-999,-999,-999.0
2758994,2.01505300018e+13,-77.33134,39.03651,KDCA,Z3,24,314,0,20,0.5
2759575,2.01505300026e+13,-77.37951,39.07644,KDOX,V2,92,280,0,40,0.5
2759576,2.01505300026e+13,-77.37951,39.07644,KDOX,V2,92,280,0,40,0.5
2891853,2.01505312138e+13,-77.39383,39.01155,KCCX,Z1,118,166,0,30,0.5
2892049,2.0150531214e+13,-77.39449,39.00331,KDCA,Q0,25,306,0,20,0.5
2892826,2.01505312146e+13,-77.37165,39.02633,KDCA,Q0,25,310,0,10,0.5
2894360,2.01505312158e+13,-77.34155,39.07556,KDCA,Q0,26,317,0,30,0.5
2900661,2.01505312248e+13,-77.1937,39.139,KIAD,H4,16,78,0,30,0.5
2901037,2.0150531225e+13,-77.18395,39.13402,KBWI,L0,26,276,0,60,0.5
2901128,2.01505312251e+13,-77.13986,39.06242,KADW,C1,26,328,0,10,0.5
2901129,2.01505312251e+13,-77.20666,39.12811,KADW,B1,31,327,0,60,0.5
2901205,2.01505312252e+13,-77.18835,39.13671,KDCA,J1,25,335,0,10,0.5
2901582,2.01505312254e+13,-77.16571,39.14824,KDOX,K4,83,284,0,40,0.5
2901583,2.01505312254e+13,-77.16571,39.14824,KDOX,K4,83,284,0,40,0.5
2901610,2.01505312254e+13,-77.17711,39.15686,KIAD,H4,17,75,0,20,0.5
2901935,2.01505312256e+13,-77.15913,39.15403,KBWI,L0,25,279,0,50,0.5
2901987,2.01505312257e+13,-77.1148,39.074,KADW,C1,26,331,0,20,0.5
2901988,2.01505312257e+13,-77.16697,39.16585,KADW,B1,32,332,0,60,0.5
