,X.ZTIME,LON,LAT,WSR_ID,CELL_ID,RANGE,AZIMUTH,SEVPROB,PROB,MAXSIZE
5649658,2.01507062258e+13,-76.90034,38.98232,KCCX,N7,127,156,-999,-999,-999.0
5650020,2.015070623e+13,-76.90155,39.00883,KADW,M6,19,352,0,10,0.5
5650029,2.015070623e+13,-76.93037,39.0029,KDIX,Y2,130,245,-999,-999,-999.0
5650121,2.01507062301e+13,-76.91699,39.01844,KAKQ,Y2,122,2,0,60,0.5
5650347,2.01507062303e+13,-76.92569,39.02831,KCCX,N7,124,156,-999,-999,-999.0
5650640,2.01507062305e+13,-76.91126,39.01037,KDIX,Y2,129,245,-999,-999,-999.0
5650852,2.01507062306e+13,-76.91623,39.03512,KAKQ,Y2,123,2,0,30,0.5
5651234,2.01507062309e+13,-76.91316,39.05131,KDIX,Y2,128,246,-999,-999,-999.0
5651238,2.01507062309e+13,-76.90238,39.29121,KDIX,J3,122,252,0,10,0.5
5653519,2.01507062326e+13,-76.92717,39.27537,KDCA,Z7,31,3,0,40,0.5
5653968,2.0150706233e+13,-76.92159,38.91837,KAKQ,K2,116,2,0,30,0.5
5653984,2.0150706233e+13,-76.92616,38.90234,KADW,X5,13,343,0,30,0.5
5654124,2.01507062331e+13,-76.90419,38.92783,KDIX,U3,131,243,-999,-999,-999.0
5654125,2.01507062331e+13,-77.03111,39.13405,KDIX,Y3,131,249,-999,-999,-999.0
5654159,2.01507062332e+13,-76.94863,38.94007,KDOX,X7,71,276,0,30,0.5
5654598,2.01507062335e+13,-77.008,39.15325,KAKQ,V3,130,360,-999,-999,-999.0
5654622,2.01507062335e+13,-77.01134,39.14048,KDIX,Y3,130,249,-999,-999,-999.0
5654623,2.01507062335e+13,-76.90419,38.92783,KDIX,U3,131,243,-999,-999,-999.0
5654647,2.01507062335e+13,-77.01293,39.14356,KDOX,R9,76,285,0,10,0.5
5654648,2.01507062335e+13,-76.90607,38.93713,KDOX,X7,69,276,0,30,0.5
5655178,2.0150706234e+13,-76.90827,38.96921,KDIX,U3,130,244,-999,-999,-999.0
5655181,2.0150706234e+13,-77.01134,39.14048,KDIX,Y3,130,249,-999,-999,-999.0
5655193,2.0150706234e+13,-76.90356,38.95712,KDOX,X7,69,277,0,20,0.5
5655220,2.0150706234e+13,-77.008,39.15325,KAKQ,V3,130,360,-999,-999,-999.0
5655724,2.01507062344e+13,-77.0188,39.1909,KDOX,R9,77,287,0,10,0.5
5655732,2.01507062344e+13,-77.00978,39.18169,KDIX,Y3,129,250,-999,-999,-999.0
5655845,2.01507062345e+13,-77.008,39.18663,KAKQ,V3,132,0,-999,-999,-999.0
5655895,2.01507062345e+13,-76.90879,38.99765,KCCX,J8,126,156,-999,-999,-999.0
5656284,2.01507062348e+13,-76.90856,39.00801,KADW,X5,19,351,0,10,0.5
5656289,2.01507062348e+13,-77.00978,39.18169,KDIX,Y3,129,250,-999,-999,-999.0
5656292,2.01507062348e+13,-76.91126,39.01037,KDIX,I4,129,245,-999,-999,-999.0
5656468,2.0150706235e+13,-76.91699,39.01844,KAKQ,B1,122,2,0,10,0.5
5656892,2.01507062353e+13,-77.00715,39.2226,KDIX,Y3,128,251,-999,-999,-999.0
5751048,2.01507082045e+13,-77.3251,38.9914,KDIX,I3,147,248,-999,-999,-999.0
5816033,2.01507092255e+13,-76.92721,38.96148,KDIX,X3,131,244,-999,-999,-999.0
6136619,2.01507140816e+13,-77.28876,39.15024,KDCA,K7,28,327,0,20,0.5
6229411,2.01507150135e+13,-77.39837,39.14803,KAKQ,E0,131,352,-999,-999,-999.0
6229496,2.01507150136e+13,-77.38884,39.13297,KCCX,G1,111,165,0,50,0.5
6229801,2.01507150139e+13,-77.38206,39.15889,KDOX,X5,93,283,0,20,0.5
6229967,2.01507150141e+13,-77.389,39.15433,KDCA,M0,31,320,0,40,0.5
6229989,2.01507150141e+13,-77.34879,39.14138,KCCX,G1,111,164,0,10,0.5
6230149,2.01507150142e+13,-77.34717,39.1366,KAKQ,P3,130,353,-999,-999,-999.0
6233764,2.01507150225e+13,-76.95541,39.00708,KBWI,F0,16,252,0,20,0.5
6233883,2.01507150227e+13,-76.9629,39.01562,KADW,A0,20,344,0,30,0.5
6241469,2.01507150417e+13,-77.38334,39.37603,KPBZ,N8,148,117,-999,-999,-999.0
6241864,2.01507150425e+13,-77.38887,39.13234,KDOX,Z7,93,282,0,20,0.5
6242069,2.01507150429e+13,-77.36782,39.12922,KDOX,Z7,92,282,0,20,0.5
6242243,2.01507150432e+13,-77.27709,39.33081,KDOX,C3,91,290,0,20,0.5
6242632,2.0150715044e+13,-77.25676,39.32541,KDOX,C3,90,290,0,10,0.5
6242845,2.01507150444e+13,-77.24557,39.35013,KDOX,C3,90,291,0,10,0.5
6244204,2.0150715051e+13,-77.13114,39.24776,KIAD,R6,21,62,0,10,0.5
6516532,2.01507181258e+13,-77.24766,39.20496,KIAD,G5,15,61,0,10,0.5
6516533,2.01507181258e+13,-77.24766,39.20496,KIAD,G5,15,61,0,10,0.5
6516540,2.01507181258e+13,-77.29477,39.22537,KDCA,O0,32,331,0,30,0.5
6516541,2.01507181258e+13,-77.29477,39.22537,KDCA,O0,32,331,0,30,0.5
6516641,2.015071813e+13,-77.33358,38.9918,KADW,A1,29,308,0,30,0.5
6516642,2.015071813e+13,-77.33358,38.9918,KADW,A1,29,308,0,30,0.5
6516643,2.015071813e+13,-77.24174,39.18777,KDOX,I1,87,285,0,40,0.5
6516736,2.01507181304e+13,-77.26927,39.35333,KCCX,D5,100,160,0,10,0.5
6516823,2.01507181306e+13,-77.26818,39.04802,KADW,H1,29,317,0,30,0.5
6516824,2.01507181306e+13,-77.26818,39.04802,KADW,H1,29,317,0,30,0.5
6516903,2.01507181309e+13,-77.04004,39.18681,KBWI,H1,20,287,20,60,0.75
6516904,2.01507181309e+13,-77.04004,39.18681,KBWI,H1,20,287,20,60,0.75
6516936,2.0150718131e+13,-77.03941,39.1955,KDOX,L1,78,287,0,80,0.5
6516939,2.0150718131e+13,-77.03435,39.19329,KIAD,X5,24,74,0,10,0.5
6516940,2.0150718131e+13,-77.03435,39.19329,KIAD,X5,24,74,0,10,0.5
6516972,2.0150718131e+13,-77.02993,39.18943,KDCA,Q2,26,353,0,40,0.5
6516973,2.0150718131e+13,-77.02993,39.18943,KDCA,Q2,26,353,0,40,0.5
6517010,2.01507181312e+13,-77.04562,39.20527,KADW,N1,32,343,20,50,0.75
6517011,2.01507181312e+13,-77.04562,39.20527,KADW,N1,32,343,20,50,0.75
6517095,2.01507181314e+13,-77.01892,39.19687,KCCX,M5,113,156,0,50,0.5
6517108,2.01507181314e+13,-77.03112,39.21727,KDOX,L1,78,288,0,60,0.5
6517121,2.01507181315e+13,-77.03301,39.2034,KBWI,H1,20,290,10,60,0.5
6517122,2.01507181315e+13,-77.03301,39.2034,KBWI,H1,20,290,10,60,0.5
6517136,2.01507181315e+13,-77.04728,39.21082,KDIX,B3,130,251,-999,-999,-999.0
6517152,2.01507181316e+13,-77.01631,39.20479,KIAD,X5,25,73,0,30,0.5
6517153,2.01507181316e+13,-77.01631,39.20479,KIAD,X5,25,73,0,30,0.5
6517157,2.01507181316e+13,-77.02469,39.21759,KLWX,Z9,26,56,0,50,0.5
6517167,2.01507181316e+13,-77.02252,39.20688,KDCA,Q2,27,354,0,80,0.5
6517168,2.01507181316e+13,-77.02252,39.20688,KDCA,Q2,27,354,0,80,0.5
6517240,2.01507181318e+13,-77.02261,39.21044,KADW,N1,32,345,0,50,0.5
6517241,2.01507181318e+13,-77.02261,39.21044,KADW,N1,32,345,0,50,0.5
6517247,2.01507181319e+13,-76.97142,39.19497,KCCX,M5,114,155,0,30,0.5
6517259,2.01507181319e+13,-76.99011,39.20751,KDOX,L1,76,288,0,40,0.5
6517321,2.01507181321e+13,-76.99032,39.19704,KBWI,H1,18,291,0,30,0.5
6517322,2.01507181321e+13,-76.99032,39.19704,KBWI,H1,18,291,0,30,0.5
6517332,2.01507181321e+13,-76.98561,39.2001,KLWX,Z9,27,60,0,30,0.5
6517365,2.01507181322e+13,-76.99577,39.20957,KIAD,X5,26,73,0,40,0.5
6517367,2.01507181322e+13,-76.99577,39.20957,KIAD,X5,26,73,0,40,0.5
6517393,2.01507181322e+13,-77.00239,39.20826,KDCA,Q2,27,356,0,20,0.5
6517394,2.01507181322e+13,-77.00239,39.20826,KDCA,Q2,27,356,0,20,0.5
6517409,2.01507181323e+13,-76.97142,39.19497,KCCX,M5,114,155,0,30,0.5
6517429,2.01507181324e+13,-76.99452,39.19874,KADW,N1,31,347,10,40,0.5
6517430,2.01507181324e+13,-76.99452,39.19874,KADW,N1,31,347,10,40,0.5
6517431,2.01507181324e+13,-77.02626,39.10492,KADW,E2,26,341,0,60,0.5
6517432,2.01507181324e+13,-77.0539,39.06053,KADW,J2,24,336,0,60,0.5
6517433,2.01507181324e+13,-77.02626,39.10492,KADW,E2,26,341,0,60,0.5
6517434,2.01507181324e+13,-77.0539,39.06053,KADW,J2,24,336,0,60,0.5
6517438,2.01507181324e+13,-76.9696,39.20262,KDOX,L1,75,288,0,70,0.5
6517497,2.01507181326e+13,-76.95692,39.19406,KLWX,Z9,28,62,0,60,0.5
6517524,2.01507181327e+13,-76.96797,39.19573,KBWI,H1,17,292,0,40,0.5
6517525,2.01507181327e+13,-76.96797,39.19573,KBWI,H1,17,292,0,40,0.5
6517550,2.01507181328e+13,-76.9626,39.17976,KCCX,M5,115,155,0,30,0.5
6517551,2.01507181328e+13,-76.97694,39.0924,KDCA,C3,20,358,0,20,0.5
6517552,2.01507181328e+13,-76.97694,39.0924,KDCA,C3,20,358,0,20,0.5
6517553,2.01507181328e+13,-76.97173,39.19261,KDCA,Q2,26,359,0,50,0.5
6517554,2.01507181328e+13,-76.97173,39.19261,KDCA,Q2,26,359,0,50,0.5
6517581,2.01507181329e+13,-76.9491,39.19773,KDOX,L1,74,288,0,10,0.5
6517622,2.0150718133e+13,-76.96772,39.18615,KADW,N1,30,349,0,20,0.5
6517623,2.0150718133e+13,-76.96772,39.18615,KADW,N1,30,349,0,20,0.5
6517687,2.01507181333e+13,-76.93271,39.2089,KCCX,M5,114,154,0,10,0.5
6802205,2.01507212356e+13,-77.36491,39.38008,KDIX,C1,141,257,-999,-999,-999.0
6802599,2.01507212358e+13,-77.39458,39.37423,KCCX,O7,97,163,0,30,0.5
6802633,2.01507212359e+13,-77.32643,39.37278,KDOX,R6,94,291,0,10,0.5
6803397,2.01507220004e+13,-77.26819,39.35874,KDIX,N2,137,256,-999,-999,-999.0
6803619,2.01507220006e+13,-77.26927,39.35333,KCCX,Q7,100,160,0,30,0.5
6803948,2.01507220008e+13,-77.36468,39.33038,KLWX,S4,22,15,0,20,0.5
6804153,2.0150722001e+13,-77.34035,39.33481,KCCX,P7,100,162,0,40,0.5
6804716,2.01507220014e+13,-77.29106,39.31219,KCCX,P7,102,161,0,40,0.5
6804807,2.01507220015e+13,-77.32201,39.30696,KAKQ,L4,140,354,-999,-999,-999.0
6805023,2.01507220016e+13,-77.29486,39.3108,KDIX,P0,139,255,-999,-999,-999.0
6805247,2.01507220018e+13,-77.28424,39.29637,KCCX,P7,103,161,0,10,0.5
6805334,2.01507220019e+13,-77.26791,39.29437,KAKQ,L4,139,355,-999,-999,-999.0
6805474,2.0150722002e+13,-77.26844,39.28215,KLWX,S4,21,29,0,20,0.5
6805596,2.0150722002e+13,-77.2589,39.27728,KDIX,P0,138,254,-999,-999,-999.0
6805792,2.01507220022e+13,-77.24059,39.29042,KCCX,P7,104,160,0,40,0.5
6805915,2.01507220023e+13,-77.26598,39.27775,KAKQ,L4,138,355,-999,-999,-999.0
6805961,2.01507220023e+13,-77.2569,39.2707,KDOX,Y5,89,288,0,30,0.5
6806060,2.01507220024e+13,-77.24151,39.2695,KLWX,S4,21,33,0,70,0.5
6806162,2.01507220025e+13,-77.23846,39.28239,KDIX,P0,137,254,-999,-999,-999.0
6806331,2.01507220026e+13,-77.23343,39.27469,KCCX,P7,105,160,0,70,0.5
6806467,2.01507220027e+13,-77.21294,39.26435,KAKQ,L4,137,356,-999,-999,-999.0
6806556,2.01507220027e+13,-77.23873,39.26536,KDCA,I3,33,337,0,10,0.5
6806611,2.01507220028e+13,-77.23636,39.26586,KDOX,Y5,88,288,0,70,0.5
6806694,2.01507220028e+13,-77.21579,39.25542,KLWX,S4,21,37,0,60,0.5
6806706,2.01507220029e+13,-77.20203,39.2499,KDIX,P0,136,253,-999,-999,-999.0
6806909,2.0150722003e+13,-77.21522,39.25918,KADW,X2,38,333,0,30,0.5
6806938,2.01507220031e+13,-77.21294,39.26435,KAKQ,L4,137,356,-999,-999,-999.0
6807245,2.01507220033e+13,-77.19141,39.23998,KLWX,S4,21,41,0,30,0.5
6807286,2.01507220033e+13,-77.17397,39.23824,KCCX,P7,108,159,0,60,0.5
6807324,2.01507220033e+13,-77.18172,39.25527,KDIX,P0,135,253,-999,-999,-999.0
6807449,2.01507220035e+13,-77.16061,39.25019,KAKQ,L4,136,357,-999,-999,-999.0
6807895,2.01507220038e+13,-77.12466,39.22945,KDIX,P0,133,252,-999,-999,-999.0
6807981,2.01507220039e+13,-77.109,39.23529,KAKQ,L4,135,358,-999,-999,-999.0
6808039,2.01507220039e+13,-77.14386,39.22144,KDCA,I3,29,343,0,30,0.5
6809916,2.01507220054e+13,-77.24867,39.12812,KAKQ,B6,129,355,-999,-999,-999.0
6810135,2.01507220056e+13,-77.29063,39.10234,KCCX,T7,114,163,0,60,0.5
6810571,2.01507220101e+13,-77.28454,39.08634,KCCX,T7,115,163,0,10,0.5
6811003,2.01507220105e+13,-77.23061,39.06431,KCCX,T7,117,162,0,10,0.5
6811868,2.01507220114e+13,-77.19296,39.04792,KAKQ,M7,124,356,0,50,0.5
6811943,2.01507220115e+13,-77.21945,39.02515,KDCA,Q3,20,323,0,20,0.5
7180013,2.01507270404e+13,-77.29742,39.33619,KDOX,E3,92,290,0,70,0.5
7180082,2.01507270406e+13,-77.25375,39.32046,KDIX,Z4,137,255,-999,-999,-999.0
7180194,2.01507270407e+13,-77.25492,39.32187,KCCX,W0,102,160,0,30,0.5
7180236,2.01507270408e+13,-77.25676,39.32541,KDOX,E3,90,290,0,60,0.5
7180251,2.01507270409e+13,-77.24252,39.33071,KBWI,E0,32,297,0,60,0.5
7180276,2.0150727041e+13,-77.23319,39.32529,KDIX,Z4,136,255,-999,-999,-999.0
7180386,2.01507270411e+13,-77.21845,39.33681,KLWX,A6,25,30,0,10,0.5
7180416,2.01507270412e+13,-77.219,39.33203,KCCX,W0,102,159,0,50,0.5
7180465,2.01507270413e+13,-77.19206,39.33493,KDIX,Z4,134,255,-999,-999,-999.0
7180476,2.01507270413e+13,-77.20516,39.33879,KDOX,E3,88,291,0,60,0.5
7180584,2.01507270416e+13,-77.19096,39.3434,KLWX,A6,26,32,0,20,0.5
7180652,2.01507270417e+13,-77.1833,39.34266,KCCX,W0,102,158,0,50,0.5
7180678,2.01507270417e+13,-77.17149,39.33975,KDIX,Z4,133,255,-999,-999,-999.0
7180698,2.01507270418e+13,-77.17348,39.34995,KIAD,W0,23,46,0,20,0.5
7180705,2.01507270418e+13,-77.17358,39.35685,KDOX,E3,87,292,10,60,0.5
7180825,2.0150727042e+13,-77.16257,39.34891,KLWX,A6,27,34,0,30,0.5
7180867,2.01507270421e+13,-77.15092,39.34456,KDIX,Z4,132,255,-999,-999,-999.0
7180893,2.01507270421e+13,-77.14783,39.35377,KCCX,W0,102,157,0,50,0.5
7180904,2.01507270421e+13,-77.16407,39.3379,KBWI,E0,29,301,10,60,0.5
7180955,2.01507270423e+13,-76.96114,39.22344,KDOX,M3,75,289,0,20,0.5
7180957,2.01507270423e+13,-77.15351,39.35089,KDOX,E3,86,292,0,50,0.5
7181027,2.01507270424e+13,-77.14574,39.35123,KIAD,W0,24,48,0,30,0.5
7181077,2.01507270424e+13,-77.13333,39.3533,KLWX,A6,28,36,0,20,0.5
7181088,2.01507270424e+13,-77.13034,39.34936,KDIX,Z4,131,255,-999,-999,-999.0
7181136,2.01507270425e+13,-77.11261,39.36534,KCCX,W0,102,156,0,50,0.5
7181164,2.01507270427e+13,-77.12882,39.35009,KBWI,E0,28,304,0,20,0.5
7181224,2.01507270428e+13,-77.10977,39.35417,KDIX,Z4,130,255,-999,-999,-999.0
7181230,2.01507270428e+13,-76.93193,39.23869,KDOX,M3,74,290,0,10,0.5
7181233,2.01507270428e+13,-77.10185,39.36173,KDOX,E3,84,293,0,40,0.5
7181338,2.0150727043e+13,-77.06877,39.36218,KCCX,W0,103,155,0,40,0.5
7181359,2.01507270431e+13,-77.0686,39.36377,KDIX,Z4,128,255,-999,-999,-999.0
7181473,2.01507270433e+13,-77.062,39.34925,KDOX,E3,82,293,0,40,0.5
7181478,2.01507270433e+13,-77.05898,39.34016,KBWI,E0,25,307,0,20,0.5
7181531,2.01507270434e+13,-77.02452,39.35972,KCCX,W0,104,154,0,50,0.5
7181537,2.01507270435e+13,-77.04802,39.36856,KDIX,Z4,127,255,-999,-999,-999.0
7181685,2.01507270438e+13,-77.04207,39.343,KDOX,E3,81,293,0,40,0.5
7181719,2.01507270438e+13,-77.02743,39.37335,KDIX,Z4,126,255,-999,-999,-999.0
7181759,2.01507270439e+13,-77.02452,39.35972,KCCX,W0,104,154,0,40,0.5
7181772,2.01507270439e+13,-77.02505,39.34664,KBWI,E0,24,310,0,30,0.5
7181856,2.01507270442e+13,-77.00684,39.37813,KDIX,Z4,125,255,-999,-999,-999.0
7181924,2.01507270442e+13,-77.01067,39.35827,KDOX,E3,80,294,0,10,0.5
7182038,2.01507270445e+13,-76.98624,39.38291,KDIX,Z4,124,255,-999,-999,-999.0
7182101,2.01507270447e+13,-76.99089,39.35175,KDOX,E3,79,294,0,30,0.5
7182194,2.01507270449e+13,-77.15259,39.16637,KDCA,Q0,26,340,0,10,0.5
7182262,2.01507270451e+13,-76.98188,39.38223,KBWI,E0,24,317,0,20,0.5
7182290,2.01507270452e+13,-76.9323,39.28319,KCCX,U2,110,153,0,20,0.5
7182305,2.01507270452e+13,-76.95943,39.36604,KDOX,E3,78,295,0,20,0.5
7182399,2.01507270455e+13,-77.10625,39.17782,KDCA,Q0,26,345,0,10,0.5
7182496,2.01507270457e+13,-76.92261,39.30546,KDOX,E3,75,293,0,10,0.5
7182666,2.01507270501e+13,-77.0734,39.16684,KDCA,Q0,25,348,0,10,0.5
7182963,2.01507270509e+13,-76.97759,39.18169,KDOX,E4,75,287,0,10,0.5
7183128,2.01507270513e+13,-76.97173,39.19261,KDCA,Q0,26,359,0,20,0.5
7183143,2.01507270513e+13,-76.93271,39.2089,KCCX,C5,114,154,0,30,0.5
7183163,2.01507270514e+13,-76.95,39.20015,KDIX,O0,126,250,-999,-999,-999.0
7183304,2.01507270517e+13,-76.93007,39.2063,KDIX,O0,125,250,-999,-999,-999.0
7183362,2.01507270519e+13,-76.9317,39.20874,KDCA,Q0,27,3,0,20,0.5
7183448,2.01507270521e+13,-76.91013,39.21244,KDIX,O0,124,250,0,10,0.5
7189187,2.0150727081e+13,-77.3713,38.99507,KDOX,H9,91,277,0,20,0.5
7189260,2.01507270812e+13,-77.19677,39.13356,KDCA,T8,25,334,0,10,0.5
7189261,2.01507270812e+13,-77.33758,38.97924,KDCA,S8,22,307,0,20,0.5
7189337,2.01507270815e+13,-77.28572,38.96453,KCCX,F0,122,164,0,40,0.5
7189343,2.01507270815e+13,-77.32298,38.97511,KADW,I8,28,307,0,20,0.5
7189345,2.01507270815e+13,-77.17238,39.12465,KDOX,Q9,83,283,0,10,0.5
7189346,2.01507270815e+13,-77.31054,38.96449,KDOX,H9,88,276,0,60,0.5
7189454,2.01507270818e+13,-77.2942,38.96847,KDCA,S8,20,309,0,30,0.5
7189466,2.01507270819e+13,-77.27325,38.9758,KLWX,T6,10,90,0,10,0.5
7189468,2.01507270819e+13,-77.28572,38.96453,KCCX,F0,122,164,0,30,0.5
7189514,2.01507270821e+13,-77.27685,38.96714,KADW,I8,26,309,0,40,0.5
7189517,2.01507270821e+13,-77.26795,38.96168,KDOX,H9,86,276,0,20,0.5
7189587,2.01507270823e+13,-77.242,38.97434,KCCX,F0,122,163,0,30,0.5
7189630,2.01507270824e+13,-77.26379,38.97068,KDCA,S8,19,312,0,10,0.5
7189631,2.01507270824e+13,-77.15934,38.956,KDCA,B0,15,322,0,30,0.5
7189696,2.01507270827e+13,-77.2257,38.95515,KBWI,M4,29,254,0,50,0.5
7189707,2.01507270827e+13,-77.22616,38.96225,KADW,I8,24,312,0,40,0.5
7189720,2.01507270827e+13,-77.18567,38.95288,KCCX,F0,124,162,0,80,0.5
7189792,2.0150727083e+13,-77.18632,38.96021,KDCA,S8,16,319,0,10,0.5
7189828,2.01507270832e+13,-77.13494,38.94818,KCCX,F0,125,161,-999,-999,-999.0
7189854,2.01507270833e+13,-77.16148,38.95457,KDOX,H9,81,276,10,60,0.5
7189867,2.01507270833e+13,-77.13811,38.96003,KBWI,M4,25,252,10,40,0.5
7189884,2.01507270833e+13,-77.14527,38.95493,KADW,I8,21,318,0,30,0.5
7189918,2.01507270835e+13,-77.14103,38.96685,KAKQ,E1,119,357,20,60,0.75
7189943,2.01507270836e+13,-77.09797,38.97572,KCCX,F0,124,160,-999,-999,-999.0
7189944,2.01507270836e+13,-77.12732,38.96921,KIAD,K5,20,110,0,10,0.5
7189961,2.01507270836e+13,-77.10286,38.95965,KLWX,T6,18,93,0,30,0.5
7190018,2.01507270838e+13,-77.09485,38.97287,KDOX,H9,78,277,0,40,0.5
7190030,2.01507270839e+13,-77.0794,39.10136,KBWI,J1,21,272,0,10,0.5
7190031,2.01507270839e+13,-77.09477,38.96417,KBWI,M4,23,251,0,40,0.5
7190037,2.01507270839e+13,-77.11395,38.95395,KADW,I8,20,321,0,60,0.5
7190048,2.0150727084e+13,-77.09671,38.9684,KAKQ,E1,119,358,0,40,0.5
7190049,2.0150727084e+13,-77.09087,38.95998,KCCX,F0,125,160,-999,-999,-999.0
7190161,2.01507270844e+13,-77.04705,38.97237,KCCX,F0,125,159,-999,-999,-999.0
7190191,2.01507270845e+13,-77.07787,38.95438,KADW,I8,19,325,0,30,0.5
7190258,2.01507270848e+13,-77.04705,38.97237,KCCX,F0,125,159,-999,-999,-999.0
7190339,2.01507270852e+13,-76.99572,38.96979,KCCX,F0,126,158,-999,-999,-999.0
7190385,2.01507270855e+13,-76.99119,38.943,KDOX,H9,73,276,0,10,0.5
7190411,2.01507270856e+13,-76.98018,38.93869,KCCX,F0,128,158,-999,-999,-999.0
7190414,2.01507270857e+13,-77.11594,39.02897,KBWI,I7,23,261,0,30,0.5
7190656,2.01507270909e+13,-77.00371,38.98663,KADW,U0,19,337,0,10,0.5
7198490,2.01507271728e+13,-77.03116,38.98609,KIAD,S0,24,104,0,20,0.5
7198551,2.0150727173e+13,-77.02907,38.96977,KBWI,A0,20,249,0,10,0.5
7198570,2.01507271731e+13,-77.03823,38.96902,KLWX,V0,21,91,0,20,0.5
7198572,2.01507271731e+13,-77.03566,38.97468,KADW,C0,19,332,0,10,0.5
7198614,2.01507271733e+13,-77.04705,38.97237,KCCX,S0,125,159,-999,-999,-999.0
7198645,2.01507271734e+13,-77.01538,38.96793,KIAD,S0,25,106,0,20,0.5
7198679,2.01507271736e+13,-77.02631,38.96436,KBWI,A0,20,248,0,20,0.5
7198705,2.01507271737e+13,-77.03566,38.97468,KADW,C0,19,332,0,10,0.5
7198932,2.01507271746e+13,-77.01977,38.97109,KDCA,F0,13,348,0,10,0.5
7199157,2.01507271755e+13,-76.98425,39.01035,KADW,F0,20,341,0,10,0.5
7199223,2.01507271758e+13,-76.97697,39.02984,KIAD,A1,26,97,0,30,0.5
7199255,2.01507271758e+13,-76.99777,39.02442,KDCA,K0,16,354,0,50,0.5
7199262,2.01507271759e+13,-77.008,39.00303,KAKQ,L0,121,0,0,30,0.5
7199271,2.01507271759e+13,-76.96834,39.01431,KCCX,Y0,124,157,0,50,0.5
7199281,2.015072718e+13,-76.98119,39.01608,KBWI,B0,17,255,0,40,0.5
7199321,2.01507271801e+13,-76.9819,39.00634,KDOX,L0,73,279,0,10,0.5
7199343,2.01507271801e+13,-76.97717,39.0122,KADW,F0,20,342,0,40,0.5
7199375,2.01507271802e+13,-76.96287,39.00271,KAKQ,L0,121,1,0,40,0.5
7199407,2.01507271803e+13,-76.96834,39.01431,KCCX,Y0,124,157,0,30,0.5
7199432,2.01507271804e+13,-76.95868,39.01215,KIAD,A1,27,99,0,10,0.5
7199469,2.01507271804e+13,-76.962,39.0092,KDCA,K0,15,360,0,10,0.5
7199539,2.01507271807e+13,-76.96834,39.01431,KCCX,Y0,124,157,-999,-999,-999.0
7199661,2.0150727181e+13,-76.91699,39.01844,KAKQ,L0,122,2,0,10,0.5
7199952,2.01507271817e+13,-76.95227,39.0454,KDOX,F1,72,281,0,10,0.5
7199992,2.01507271818e+13,-76.94926,39.06341,KBWI,I0,15,264,0,10,0.5
7200023,2.01507271819e+13,-76.93415,39.04364,KCCX,K1,123,156,0,20,0.5
7200056,2.01507271819e+13,-76.97005,39.01396,KADW,Q0,20,343,0,30,0.5
7200141,2.01507271821e+13,-76.96211,39.03609,KAKQ,L0,123,1,0,20,0.5
7200215,2.01507271823e+13,-76.92569,39.02831,KCCX,K1,124,156,0,30,0.5
7200376,2.01507271827e+13,-76.92569,39.02831,KCCX,K1,124,156,0,30,0.5
7200566,2.01507271831e+13,-76.96022,38.99887,KCCX,K1,125,157,-999,-999,-999.0
7201114,2.01507271843e+13,-77.12133,38.97071,KADW,H1,21,322,0,40,0.5
7201271,2.01507271846e+13,-77.12231,38.97557,KDCA,V1,15,330,0,40,0.5
7201286,2.01507271847e+13,-77.11611,38.9746,KDOX,U1,79,277,0,10,0.5
7201292,2.01507271847e+13,-77.09797,38.97572,KCCX,S1,124,160,0,40,0.5
7201324,2.01507271847e+13,-77.14103,38.96685,KAKQ,H1,119,357,0,40,0.5
7201342,2.01507271848e+13,-77.11782,38.96527,KBWI,V0,24,252,0,40,0.5
7201409,2.01507271849e+13,-77.12133,38.97071,KADW,H1,21,322,10,50,0.5
7201415,2.01507271849e+13,-77.10286,38.95965,KLWX,O2,18,93,0,60,0.5
7201474,2.01507271851e+13,-77.1417,38.96401,KCCX,S1,124,161,0,80,0.5
7201488,2.01507271851e+13,-77.11611,38.9746,KDOX,U1,79,277,0,80,0.5
7201502,2.01507271851e+13,-77.09671,38.9684,KAKQ,H1,119,358,0,80,0.5
7201528,2.01507271852e+13,-77.12479,38.97469,KIAD,C2,20,109,20,70,0.75
7201557,2.01507271852e+13,-77.11609,38.95907,KDCA,V1,14,329,20,30,0.75
7201614,2.01507271854e+13,-77.11494,38.95866,KBWI,V0,24,251,0,40,0.5
7201659,2.01507271855e+13,-77.1417,38.96401,KCCX,S1,124,161,-999,-999,-999.0
7201692,2.01507271855e+13,-77.14103,38.96685,KAKQ,H1,119,357,0,80,0.5
7201708,2.01507271855e+13,-77.10813,38.95759,KADW,H1,20,322,10,40,0.5
7201712,2.01507271855e+13,-77.11891,38.9517,KDOX,U1,79,276,0,50,0.5
7201796,2.01507271858e+13,-77.10727,38.96344,KIAD,C2,21,110,0,80,0.5
7201804,2.01507271858e+13,-77.08258,38.94768,KLWX,O2,19,95,0,80,0.75
7201841,2.01507271858e+13,-77.12054,38.95693,KDCA,V1,14,328,10,20,0.75
7201856,2.01507271859e+13,-77.1417,38.96401,KCCX,S1,124,161,0,80,0.5
7201883,2.01507271859e+13,-77.14103,38.96685,KAKQ,H1,119,357,0,70,0.5
7201924,2.0150727186e+13,-77.09762,38.95026,KDOX,U1,78,276,0,60,0.5
